#{"t_start": 1767731762.567345, "env_id": null}
r,l,t
40.709188,240,25.500329
-620.550317,206,25.553574
-939.546882,208,25.610648
167.774538,240,25.680099
257.063938,240,25.744554
81.646517,240,25.807033
276.577289,240,25.873762
466.946593,240,25.936275
156.94974,240,26.000285
368.688707,240,26.068337
-554.932011,233,26.130004
573.599196,240,26.193527
-916.690595,83,26.219545
378.610405,240,26.284673
47.310091,240,26.353708
271.485175,240,26.423277
586.84041,240,26.491252
-821.260456,177,26.542966
-43.58892,240,26.613183
367.747208,240,26.676804
-723.775458,160,26.720947
-991.638788,210,26.783989
-812.517428,61,26.800956
481.51277,240,26.866158
-1041.659729,139,26.903666
581.610845,240,26.967266
168.142043,240,27.030185
163.68288,240,27.098155
251.890112,240,27.159872
883.628901,240,27.22269
127.917651,240,27.28625
134.233663,240,27.365611
-820.093505,106,27.396541
-838.332082,195,27.447603
-625.064975,160,27.488152
253.903488,240,27.548807
-960.727265,184,27.597902
455.590902,240,27.665534
-631.271563,178,27.71461
22.702131,240,27.779963
480.002991,240,27.843944
148.5851,240,27.9107
-923.067434,113,27.941022
-911.674389,136,27.976291
673.869172,240,28.04126
-928.496087,90,28.065468
262.556762,240,28.128191
165.147909,240,28.189615
-923.085841,87,28.212507
69.316015,240,28.276195
175.271106,240,28.341297
61.201948,240,28.411811
-819.597812,111,28.442936
473.678278,240,28.510121
667.252244,240,28.577003
354.884932,240,28.642636
357.761176,240,28.708539
382.114074,240,28.775046
-720.233419,196,28.829376
161.926752,240,28.892559
488.182089,240,28.958699
60.733398,240,29.020952
277.724489,240,29.084909
-641.115337,196,29.135731
143.763743,240,29.200447
-963.241434,223,29.262746
-723.768608,130,29.298176
-914.527446,76,29.318305
357.433549,240,29.38353
164.232204,240,29.448451
158.308973,240,29.51682
-915.904704,84,29.539604
449.013992,240,29.60663
377.88222,240,29.67033
252.827849,240,29.73725
155.802385,240,29.800793
669.671584,240,29.871223
-918.393033,109,29.899231
461.062671,240,29.962456
368.550641,240,30.029549
-1052.777596,221,30.09519
62.824678,240,30.163921
-816.093892,86,30.189113
377.566598,240,30.257017
249.539331,240,30.323872
350.949244,240,30.386587
340.535152,240,30.453348
573.63418,240,30.517967
366.268614,240,30.584619
157.153179,240,30.673318
567.382214,240,30.74203
-816.359997,68,30.758605
550.142219,240,30.824668
-722.078205,116,30.854332
-716.784257,131,30.888156
769.845715,240,30.949751
360.130151,240,31.022517
-812.117504,129,31.054515
466.856737,240,31.122762
385.130888,240,31.186954
369.255352,240,31.248561
479.53581,240,31.309407
447.338771,240,31.378795
-647.675626,237,31.443497
552.171067,240,31.505299
261.558193,240,31.570567
-820.965371,116,31.600098
365.999627,240,31.661632
-750.876227,191,31.719437
676.916775,240,31.788901
477.102928,240,31.852924
360.546065,240,31.916736
365.540243,240,31.978067
359.699092,240,32.041594
-1007.093251,38,32.051557
377.181333,240,32.117004
-720.829845,114,32.147724
774.000628,240,32.211702
161.949146,240,32.286367
-823.68057,82,32.30887
670.35313,240,32.374866
-623.505656,168,32.422336
-859.583441,193,32.476191
463.690633,240,32.542142
365.635164,240,32.609117
-1006.94949,46,32.621597
370.911127,240,32.686573
-739.573099,212,32.742033
436.581008,240,32.81058
-911.420986,65,32.829175
487.89126,240,32.896724
461.070847,240,32.962323
-628.781033,201,33.01674
464.441313,240,33.082643
273.617817,240,33.148724
470.853594,240,33.216997
170.063202,240,33.28071
-817.376737,107,33.30838
277.77163,240,33.374806
463.897662,240,33.440215
-519.083246,116,33.473191
-819.763205,131,33.511208
363.592692,240,33.577133
454.785583,240,33.641413
354.705638,240,33.70633
-818.013477,81,33.729816
-728.350693,137,33.768629
359.196027,240,33.834577
-811.992886,58,33.850522
476.846596,240,33.918726
576.708923,240,33.981951
573.053437,240,34.047232
562.828009,240,34.112976
352.674948,240,34.177927
377.639129,240,34.24298
-711.866318,117,34.273967
257.472352,240,34.339741
358.528284,240,34.406974
-429.929571,236,34.473312
266.311104,240,34.538453
-648.338168,230,34.605177
564.884321,240,34.671194
686.488015,240,34.734565
169.649841,240,34.796996
260.735555,240,34.862534
566.292183,240,34.928247
234.783928,240,34.99916
583.969404,240,35.067698
274.10562,240,35.135147
368.642897,240,35.198769
-822.948149,121,35.230375
272.965039,240,35.295261
476.363193,240,35.358824
157.353757,240,35.422413
356.634341,240,35.486177
-439.44768,192,35.538708
367.063154,240,35.604776
465.844437,240,35.669705
468.703892,240,35.73312
261.621503,240,35.797568
-720.928299,142,35.836546
681.68186,240,35.898965
561.415407,240,35.961779
680.547793,240,36.02409
370.727631,240,36.08994
356.303654,240,36.154365
482.29724,240,36.22105
159.509911,240,36.292437
570.275914,240,36.360468
581.469539,240,36.426702
573.386626,240,36.494213
379.091577,240,36.559595
153.638774,240,36.622801
-847.026145,175,36.668085
-1009.065678,50,36.682415
239.436394,240,36.747744
470.355446,240,36.815425
373.470191,240,36.877842
564.230674,240,36.942768
252.205664,240,37.005272
578.04062,240,37.067109
363.892965,240,37.130224
-914.843981,80,37.150807
-829.046083,163,37.195636
278.488317,240,37.264719
351.242579,240,37.330544
370.555001,240,37.398811
-922.062737,64,37.415861
482.647862,240,37.480983
264.785067,240,37.542347
473.805655,240,37.607741
571.004553,240,37.671219
377.666077,240,37.743376
472.808363,240,37.808135
271.915171,240,37.870501
568.023826,240,37.933795
-628.237815,163,37.976507
-826.766417,171,38.026245
451.813543,240,38.089058
82.015248,240,38.151701
380.19645,240,38.218
260.823413,240,38.285736
-832.481076,132,38.321596
-630.034542,160,38.369795
679.952543,240,38.437005
475.915244,240,38.498537
-650.568297,230,38.559613
772.862427,240,38.625332
469.124523,240,38.686536
576.86935,240,38.749914
-648.738713,238,38.817644
-41.843389,240,38.88704
-1013.803296,84,38.913358
277.994521,240,38.980495
177.996487,240,39.043828
261.0108,240,39.114589
-814.995548,78,39.14071
149.810584,240,39.21225
165.516781,240,39.281345
-917.37954,74,39.303619
-847.759219,227,39.37377
-1027.205098,117,39.414009
-613.981918,127,39.45191
-913.75647,63,39.46993
368.867846,240,39.538246
-641.057191,224,39.600353
354.299816,240,39.665708
-808.648051,70,39.686636
-522.411095,192,39.740119
-735.556133,209,39.796355
578.530153,240,39.862374
-812.628601,111,39.895479
483.438897,240,39.964072
788.832387,240,40.031298
581.74946,240,40.097638
573.915535,240,40.265025
275.960452,240,40.346483
173.014275,240,40.416907
468.222066,240,40.492571
364.315288,240,40.562032
157.052066,240,40.627587
369.25549,240,40.695892
258.999535,240,40.768865
760.645154,240,40.844697
472.961554,240,40.911833
365.486058,240,40.97783
257.131827,240,41.051404
270.048282,240,41.131605
-819.472769,118,41.172542
-632.838673,180,41.228393
366.086428,240,41.314753
575.090154,240,41.391176
363.589121,240,41.459937
274.341652,240,41.524306
573.728215,240,41.589506
583.957809,240,41.654494
452.163479,240,41.718941
585.229059,240,41.792236
-420.496774,123,41.82921
-813.809137,121,41.864727
347.053901,240,41.933611
484.424605,240,41.999833
