#{"t_start": 1767693697.8165314, "env_id": null}
r,l,t
-1006.290416,35,25.88497
-1008.402218,48,25.923921
-1007.731839,35,25.963977
-1011.519156,50,26.007972
-805.858116,40,26.040997
-1009.963726,38,26.068918
-1008.552235,34,26.102892
-1007.321938,34,26.14294
-1007.433827,39,26.174963
-1007.251813,38,26.197073
-1006.920718,41,26.248017
-1010.947176,53,26.298081
-1010.904715,41,26.327083
-1006.901201,43,26.354949
-1008.231102,32,26.38105
-1006.013943,36,26.41401
-906.763052,34,26.443042
-907.559404,43,26.481029
-1013.091865,44,26.516047
-1008.818838,30,26.540086
-908.846208,39,26.568097
-1007.632461,41,26.596049
-1010.279878,36,26.622001
-1008.794652,32,26.656938
-1008.97096,36,26.684996
-907.158422,40,26.718019
-1006.287968,32,26.742037
-1009.274097,33,26.773123
-1005.821916,33,26.793122
-1008.892602,39,26.824043
-1009.092149,33,26.860965
-1008.59012,29,26.879914
-1007.976754,38,26.919304
-1007.12385,32,26.959197
-1007.505627,40,27.005043
-1006.653788,41,27.044138
-907.181005,32,27.072149
-1009.130764,37,27.093085
-1006.684401,34,27.132119
-1007.201004,31,27.162065
-1005.642115,33,27.186044
-1007.822354,31,27.212152
-1007.17839,38,27.245034
-907.391035,34,27.272959
-1007.191611,32,27.296895
-1008.640869,40,27.342047
-1008.497239,32,27.371081
-908.249707,37,27.399089
-1007.042649,40,27.43009
-1008.145383,37,27.458088
-1007.241163,38,27.487074
-1007.73965,37,27.514137
-906.213026,31,27.541212
-1008.093718,44,27.575169
-1007.889327,32,27.599105
-1007.207523,37,27.636122
-1006.483501,33,27.675146
-1007.690059,25,27.6931
-1010.527467,40,27.729175
-907.830504,36,27.760091
-1005.955943,33,27.792193
-1010.287325,38,27.827179
-907.764584,31,27.851146
-1008.493034,36,27.879121
-1008.889271,35,27.907073
-1007.735772,37,27.942117
-907.347097,31,27.968102
-1009.504156,42,27.999187
-1008.263886,37,28.03215
-1008.174718,37,28.060162
-1009.464803,32,28.08714
-1009.659129,43,28.127117
-1007.291587,38,28.151191
-1007.70396,38,28.182076
-1010.935189,36,28.205125
-1007.942722,33,28.234048
-1010.855901,45,28.27095
-906.841852,35,28.297908
-1006.989297,38,28.328134
-908.461791,35,28.355134
-1007.084556,37,28.386132
-1006.292832,35,28.413145
-1009.998108,35,28.439157
-1007.34526,27,28.459104
-1008.010788,31,28.481155
-1010.625868,39,28.505115
-1008.191679,29,28.523152
-906.750195,32,28.553209
-1007.548559,36,28.586236
-907.325268,35,28.608174
-1011.776602,40,28.641192
-1009.098393,34,28.680176
-1006.343792,30,28.702251
-1008.204398,34,28.721229
-912.040949,43,28.764228
-1009.989441,37,28.807247
-910.730033,38,28.832258
-806.996356,35,28.860213
-1009.89662,42,28.898163
-1007.258943,37,28.93318
-1006.620731,32,28.955261
-907.096303,35,28.992185
-1007.306151,34,29.020196
-1010.15129,41,29.061253
-1008.683016,35,29.089173
-909.444394,48,29.125274
-1008.127345,27,29.145278
-1007.730605,47,29.186222
-1010.834863,37,29.226274
-1009.809641,31,29.248159
-1006.351694,31,29.280155
-1010.721829,37,29.310241
-1008.54468,47,29.347225
-1009.214838,32,29.370216
-1010.376762,35,29.394152
-1005.638843,30,29.423182
-1008.852407,37,29.454212
-1010.021162,39,29.481193
-1007.267622,32,29.503134
-1008.558754,41,29.539229
-1008.466144,33,29.562222
-1008.512368,35,29.593194
-1007.540038,31,29.616217
-1010.429994,39,29.653254
-1008.092254,37,29.680268
-1006.446734,34,29.703202
-1007.925584,34,29.723149
-1007.185091,37,29.751074
-1007.93223,35,29.782989
-1008.421687,39,29.810215
-1008.251117,31,29.838222
-1009.21483,33,29.86125
-1007.037194,31,29.890166
-1006.760422,32,29.918266
-1010.759373,42,29.957236
-1007.62339,33,29.987239
-1008.811734,36,30.01724
-1007.350419,33,30.043252
-1007.064552,29,30.064251
-1007.095773,31,30.087189
-1011.551213,43,30.126249
-1008.719098,34,30.153258
-1006.231556,33,30.176253
-1007.668429,32,30.219267
