#{"t_start": 1767737369.037167, "env_id": null}
r,l,t
8.849961,240,1212.303753
578.517513,240,1215.284791
585.682803,240,1218.418597
391.148678,240,1221.463691
473.257309,240,1224.378354
479.241114,240,1227.397613
784.403,240,1230.370371
884.29751,240,1233.511365
262.947476,240,1236.663576
143.084516,240,1239.910972
475.74645,240,1243.064756
379.27081,240,1246.300457
880.86337,240,1249.662521
575.568179,240,1255.100402
560.120724,240,1258.601419
591.943024,240,1262.260326
567.451865,240,1265.709517
473.213382,240,1269.047109
569.004149,240,1272.506554
589.22511,240,1275.989545
-523.757609,104,1277.438193
583.649864,240,1280.868919
372.964667,240,1284.24847
489.619766,240,1287.685551
581.371025,240,1291.015239
683.545177,240,1294.489151
776.126703,240,1297.659208
471.828822,240,1300.684333
379.323257,240,1303.626297
788.45387,240,1306.658324
479.889538,240,1309.764808
687.164959,240,1313.116716
375.834786,240,1316.049537
686.388795,240,1318.981493
685.153869,240,1321.908614
582.070856,240,1324.917699
568.532637,240,1327.846917
362.332472,240,1330.865446
481.355011,240,1333.822023
267.490117,240,1337.047678
589.173961,240,1340.104679
883.367307,240,1343.140698
471.45246,240,1346.097895
571.703896,240,1349.141613
582.143095,240,1352.117683
782.156856,240,1355.12083
683.892922,240,1358.280485
357.906585,240,1361.347426
485.23734,240,1364.247713
782.206724,240,1367.232852
587.863524,240,1370.307113
670.696206,240,1373.699515
679.432971,240,1377.125448
579.342913,240,1380.213999
572.977855,240,1383.131746
472.88806,240,1386.128668
480.587704,240,1389.093602
480.261647,240,1392.1368
475.44565,240,1395.113992
779.582813,240,1398.221051
688.078432,240,1401.234744
477.075524,240,1404.340748
686.424324,240,1407.836713
474.925033,240,1411.571866
385.713188,240,1415.588115
482.094611,240,1418.789873
262.449433,240,1421.967292
683.131845,240,1425.181855
375.863744,240,1428.28748
467.965849,240,1431.542634
573.626206,240,1434.814523
392.203316,240,1437.989854
580.080115,240,1441.182535
682.437325,240,1444.423893
374.693173,240,1447.981098
574.76104,240,1451.288844
588.862329,240,1454.471558
579.971691,240,1457.580599
477.220856,240,1460.620094
679.124266,240,1463.73381
-641.834231,203,1466.594042
465.131848,240,1469.865661
463.529577,240,1473.1747
573.65158,240,1476.484507
570.113207,240,1479.80278
579.859245,240,1482.912607
572.874371,240,1486.044651
564.446165,240,1489.277076
990.63793,240,1492.877775
882.360131,240,1496.153465
346.702949,240,1499.522095
464.875979,240,1503.046628
344.255967,240,1506.270951
576.814657,240,1509.371943
579.357057,240,1512.483872
-535.386313,194,1514.935353
576.093596,240,1517.932614
574.833087,240,1521.219611
451.145936,240,1524.745023
781.815207,240,1528.230863
366.403581,240,1531.502724
470.869789,240,1535.014612
676.543179,240,1538.41277
787.739842,240,1541.702688
579.962004,240,1544.92668
679.639403,240,1548.23366
563.71116,240,1551.5149
579.186772,240,1554.920488
362.320075,240,1558.335325
677.262063,240,1561.660185
486.012412,240,1564.881425
484.657321,240,1568.316531
368.471633,240,1571.627347
486.703452,240,1574.747495
273.386675,240,1577.998034
379.679294,240,1581.323201
786.708577,240,1584.630989
477.391289,240,1587.573986
482.848164,240,1591.104078
581.957384,240,1594.715731
677.963265,240,1597.910125
491.853117,240,1601.306836
581.068608,240,1604.619368
572.55252,240,1607.922433
570.287237,240,1611.302575
388.897246,240,1614.447815
595.715213,240,1617.739145
586.830404,240,1621.03959
674.374276,240,1624.177289
585.79984,240,1627.356637
785.779775,240,1630.817939
379.74725,240,1634.085446
586.817028,240,1637.614233
881.453291,240,1640.770386
678.684826,240,1643.952715
687.975574,240,1647.371333
477.407658,240,1650.630767
882.817231,240,1653.923712
783.054738,240,1657.280231
674.906139,240,1660.678361
574.689532,240,1664.02086
267.983843,240,1667.300821
775.276496,240,1670.496783
781.171074,240,1673.742337
684.48398,240,1677.021673
466.519985,240,1680.221527
693.11594,240,1683.459602
