#{"t_start": 1767643730.9206097, "env_id": null}
r,l,t
189.057238,240,1883.789358
688.033727,240,1887.328073
479.086031,240,1890.476009
582.210185,240,1893.579965
483.603611,240,1897.162976
100.88087,240,1900.544632
579.933003,240,1903.798697
583.085719,240,1906.966912
588.792401,240,1910.333162
588.833815,240,1913.797579
580.03327,240,1917.090734
79.037103,240,1920.294361
284.972573,240,1923.478088
683.28639,240,1926.676302
388.746682,240,1929.952627
488.699048,240,1933.210984
491.082166,240,1936.467821
989.593374,240,1939.950354
685.235671,240,1943.010932
887.67805,240,1946.203816
997.367044,240,1949.472757
595.041401,240,1952.982948
175.379994,240,1956.246993
328.978489,240,1959.494473
787.567729,240,1962.639734
200.318362,240,1965.691638
892.204686,240,1968.705389
692.668321,240,1971.722764
793.874014,240,1974.770456
696.313907,240,1977.844632
897.276929,240,1980.942609
487.165865,240,1983.977296
158.166788,240,1986.9835
392.428555,240,1990.143292
585.042059,240,1993.404225
694.446449,240,1996.739914
375.255095,240,1999.988932
486.447502,240,2003.2512
584.573819,240,2006.54488
129.372638,240,2009.787858
996.599041,240,2012.979231
486.434029,240,2016.445481
490.952325,240,2020.051488
396.504833,240,2023.930199
388.531367,240,2027.810576
587.957237,240,2031.336252
485.030048,240,2034.667046
284.779096,240,2037.779535
389.300733,240,2040.842809
689.641407,240,2043.909876
167.549541,240,2047.021315
684.607516,240,2050.023633
587.03829,240,2053.042726
598.428142,240,2056.166049
99.302119,240,2059.211869
497.513288,240,2062.240236
993.759356,240,2065.248394
388.992122,240,2068.341486
288.600646,240,2071.401636
274.514886,240,2074.437554
791.077757,240,2077.499514
196.059361,240,2080.617394
188.009742,240,2083.747913
391.533187,240,2086.797896
692.125231,240,2089.853305
893.118576,240,2093.16206
392.287647,240,2096.190261
388.900719,240,2099.317634
485.85143,240,2102.57201
484.184171,240,2105.853848
593.647892,240,2109.161993
582.538437,240,2112.361264
587.238593,240,2115.393287
388.348371,240,2118.347169
589.567157,240,2121.365886
585.564754,240,2124.4686
380.172212,240,2127.41738
589.656954,240,2130.331505
-541.407944,181,2132.447171
487.367719,240,2135.340706
286.415048,240,2138.230058
489.028316,240,2141.101194
992.592594,240,2144.035522
381.806785,240,2146.866551
166.907443,240,2149.736775
788.296169,240,2152.636974
689.785245,240,2155.605143
381.438498,240,2158.441339
140.788794,240,2161.259704
265.904378,240,2164.136706
389.701708,240,2166.973909
691.074175,240,2169.912886
488.639108,240,2172.953726
593.065303,240,2176.080723
592.559725,240,2179.06785
692.018321,240,2182.060348
384.514486,240,2185.113233
593.768678,240,2188.138332
496.646915,240,2191.125496
487.771026,240,2194.161895
-7.164922,240,2197.157908
-948.927541,107,2198.54022
787.726849,240,2201.561169
391.509128,240,2204.574319
486.724442,240,2207.628861
288.222559,240,2210.655163
391.038844,240,2213.680838
385.199342,240,2216.672873
372.398129,240,2219.730261
295.833806,240,2222.767288
484.760915,240,2225.775572
395.255743,240,2228.992025
-33.013957,240,2232.226207
298.106278,240,2235.286366
293.642218,240,2238.346324
582.77009,240,2241.352715
287.833231,240,2244.348349
492.769311,240,2247.484442
894.937796,240,2250.522585
587.01837,240,2253.542865
390.544863,240,2256.520066
693.388397,240,2259.573932
487.421714,240,2262.650117
379.378324,240,2265.82713
362.293315,240,2269.085561
487.571907,240,2272.21462
394.011974,240,2275.243806
287.857392,240,2278.426469
590.043228,240,2281.634351
593.736705,240,2284.908601
494.578488,240,2288.145518
587.898094,240,2291.181858
691.028433,240,2294.145158
587.142913,240,2297.138217
478.837648,240,2300.188523
592.422387,240,2303.239028
482.310819,240,2306.099355
-16.726281,240,2308.963212
790.991912,240,2311.81417
794.772454,240,2314.749613
686.483083,240,2317.612733
588.238392,240,2320.497004
482.377438,240,2323.358246
588.53297,240,2326.208399
287.595667,240,2329.009508
693.405142,240,2332.551507
587.886972,240,2337.332159
491.815819,240,2340.437152
991.77543,240,2343.738231
-10.169531,240,2347.048038
482.019756,240,2350.379547
486.268836,240,2353.969661
592.110508,240,2357.792506
77.338466,240,2361.411829
387.628705,240,2364.963131
592.765254,240,2368.440567
494.727674,240,2371.919205
586.350703,240,2375.462716
92.693816,240,2378.508369
790.65218,240,2381.549069
388.243143,240,2384.623353
591.754748,240,2387.690335
171.467824,240,2390.724536
890.189256,240,2393.782524
487.580574,240,2396.864314
588.881188,240,2399.966381
587.186866,240,2403.107531
19.432821,240,2406.143716
685.553711,240,2409.159736
485.372853,240,2412.246137
585.819402,240,2415.238126
788.244327,240,2418.215543
692.159062,240,2421.231709
380.943985,240,2424.268919
882.894511,240,2427.230201
591.169648,240,2430.295249
587.504332,240,2433.264414
596.318596,240,2436.335342
487.202149,240,2439.355496
286.401998,240,2442.383524
-0.123443,240,2445.421067
788.37159,240,2448.465499
687.603185,240,2451.529566
1189.682447,240,2454.569699
64.644851,240,2457.762981
691.114938,240,2460.976043
284.008942,240,2464.179995
483.23563,240,2467.386834
889.039131,240,2470.938954
385.690967,240,2474.050163
686.047626,240,2477.009487
787.146162,240,2480.011359
590.934548,240,2482.999689
588.99647,240,2486.034191
695.178693,240,2488.89816
382.224349,240,2491.701317
791.820295,240,2494.537515
580.012574,240,2497.42151
590.749637,240,2500.284636
587.78975,240,2503.1978
486.678078,240,2506.034019
190.305678,240,2508.93223
484.649844,240,2511.845511
790.830978,240,2514.697572
588.236187,240,2517.560585
383.202157,240,2520.44396
394.080015,240,2523.274102
691.403775,240,2526.102235
678.159889,240,2528.930479
887.367615,240,2531.949248
681.798878,240,2534.955372
385.332641,240,2538.184655
683.029205,240,2541.342514
